Дата,Час,Код цифровий,Код літерний,Кількість одиниць,Назва валюти,"Офіційний курс гривні, грн"
01.05.2018,00.00,840,USD,100,Долар США,2623.0047
02.05.2018,00.00,840,USD,100,Долар США,2619.5648
03.05.2018,00.00,840,USD,100,Долар США,2615.5067
04.05.2018,00.00,840,USD,100,Долар США,2619.147
05.05.2018,00.00,840,USD,100,Долар США,2630.5522
06.05.2018,00.00,840,USD,100,Долар США,2630.5522
07.05.2018,00.00,840,USD,100,Долар США,2630.5522
08.05.2018,00.00,840,USD,100,Долар США,2629.0191
09.05.2018,00.00,840,USD,100,Долар США,2629.0191
10.05.2018,00.00,840,USD,100,Долар США,2621.9038
11.05.2018,00.00,840,USD,100,Долар США,2619.216
12.05.2018,00.00,840,USD,100,Долар США,2619.216
13.05.2018,00.00,840,USD,100,Долар США,2619.216
14.05.2018,00.00,840,USD,100,Долар США,2619.8009
15.05.2018,00.00,840,USD,100,Долар США,2617.1243
16.05.2018,00.00,840,USD,100,Долар США,2621.0807
17.05.2018,00.00,840,USD,100,Долар США,2620.817
18.05.2018,00.00,840,USD,100,Долар США,2618.8814
19.05.2018,00.00,840,USD,100,Долар США,2618.8814
20.05.2018,00.00,840,USD,100,Долар США,2618.8814
21.05.2018,00.00,840,USD,100,Долар США,2614.7963
22.05.2018,00.00,840,USD,100,Долар США,2608.3615
23.05.2018,00.00,840,USD,100,Долар США,2607.1164
24.05.2018,00.00,840,USD,100,Долар США,2608.1533
25.05.2018,00.00,840,USD,100,Долар США,2610.7517
26.05.2018,00.00,840,USD,100,Долар США,2610.7517
27.05.2018,00.00,840,USD,100,Долар США,2610.7517
28.05.2018,00.00,840,USD,100,Долар США,2610.7517
29.05.2018,00.00,840,USD,100,Долар США,2614.949
30.05.2018,00.00,840,USD,100,Долар США,2609.8943
31.05.2018,00.00,840,USD,100,Долар США,2613.5817
01.06.2018,00.00,840,USD,100,Долар США,2612.231
02.06.2018,00.00,840,USD,100,Долар США,2612.231
03.06.2018,00.00,840,USD,100,Долар США,2612.231
04.06.2018,00.00,840,USD,100,Долар США,2611.3944
05.06.2018,00.00,840,USD,100,Долар США,2613.2875
06.06.2018,00.00,840,USD,100,Долар США,2615.621
07.06.2018,00.00,840,USD,100,Долар США,2616.2366
08.06.2018,00.00,840,USD,100,Долар США,2617.1679
09.06.2018,00.00,840,USD,100,Долар США,2617.1679
10.06.2018,00.00,840,USD,100,Долар США,2617.1679
11.06.2018,00.00,840,USD,100,Долар США,2613.6416
12.06.2018,00.00,840,USD,100,Долар США,2609.1315
13.06.2018,00.00,840,USD,100,Долар США,2608.749
14.06.2018,00.00,840,USD,100,Долар США,2612.421
15.06.2018,00.00,840,USD,100,Долар США,2621.9678
16.06.2018,00.00,840,USD,100,Долар США,2621.9678
17.06.2018,00.00,840,USD,100,Долар США,2621.9678
18.06.2018,00.00,840,USD,100,Долар США,2631.5543
19.06.2018,00.00,840,USD,100,Долар США,2632.8987
20.06.2018,00.00,840,USD,100,Долар США,2644.6439
21.06.2018,00.00,840,USD,100,Долар США,2647.5945
22.06.2018,00.00,840,USD,100,Долар США,2630.5365
23.06.2018,00.00,840,USD,100,Долар США,2623.8901
24.06.2018,00.00,840,USD,100,Долар США,2623.8901
25.06.2018,00.00,840,USD,100,Долар США,2623.8901
26.06.2018,00.00,840,USD,100,Долар США,2617.3625
27.06.2018,00.00,840,USD,100,Долар США,2618.917
28.06.2018,00.00,840,USD,100,Долар США,2618.917
29.06.2018,00.00,840,USD,100,Долар США,2618.917
30.06.2018,00.00,840,USD,100,Долар США,2618.917
01.07.2018,00.00,840,USD,100,Долар США,2618.917
02.07.2018,00.00,840,USD,100,Долар США,2632.7494
03.07.2018,00.00,840,USD,100,Долар США,2623.2692
04.07.2018,00.00,840,USD,100,Долар США,2629.9259
05.07.2018,00.00,840,USD,100,Долар США,2643.7983
06.07.2018,00.00,840,USD,100,Долар США,2642.978
07.07.2018,00.00,840,USD,100,Долар США,2642.978
08.07.2018,00.00,840,USD,100,Долар США,2642.978
09.07.2018,00.00,840,USD,100,Долар США,2631.595
10.07.2018,00.00,840,USD,100,Долар США,2624.9754
11.07.2018,00.00,840,USD,100,Долар США,2620.9172
12.07.2018,00.00,840,USD,100,Долар США,2622.7255
13.07.2018,00.00,840,USD,100,Долар США,2622.8045
14.07.2018,00.00,840,USD,100,Долар США,2622.8045
15.07.2018,00.00,840,USD,100,Долар США,2622.8045
16.07.2018,00.00,840,USD,100,Долар США,2623.3225
17.07.2018,00.00,840,USD,100,Долар США,2620.6838
18.07.2018,00.00,840,USD,100,Долар США,2622.1563
19.07.2018,00.00,840,USD,100,Долар США,2630.3338
20.07.2018,00.00,840,USD,100,Долар США,2647.2433
21.07.2018,00.00,840,USD,100,Долар США,2647.2433
22.07.2018,00.00,840,USD,100,Долар США,2647.2433
23.07.2018,00.00,840,USD,100,Долар США,2644.6104
24.07.2018,00.00,840,USD,100,Долар США,2644.9683
25.07.2018,00.00,840,USD,100,Долар США,2658.3191
26.07.2018,00.00,840,USD,100,Долар США,2662.6878
27.07.2018,00.00,840,USD,100,Долар США,2665.1412
28.07.2018,00.00,840,USD,100,Долар США,2665.1412
29.07.2018,00.00,840,USD,100,Долар США,2665.1412
30.07.2018,00.00,840,USD,100,Долар США,2676.1506
31.07.2018,00.00,840,USD,100,Долар США,2675.5214
01.08.2018,00.00,840,USD,100,Долар США,2686.6717
02.08.2018,00.00,840,USD,100,Долар США,2696.213
03.08.2018,00.00,840,USD,100,Долар США,2701.1867
04.08.2018,00.00,840,USD,100,Долар США,2701.1867
05.08.2018,00.00,840,USD,100,Долар США,2701.1867
06.08.2018,00.00,840,USD,100,Долар США,2709.2701
07.08.2018,00.00,840,USD,100,Долар США,2713.1725
08.08.2018,00.00,840,USD,100,Долар США,2702.1054
09.08.2018,00.00,840,USD,100,Долар США,2696.1726
10.08.2018,00.00,840,USD,100,Долар США,2711.1393
11.08.2018,00.00,840,USD,100,Долар США,2711.1393
12.08.2018,00.00,840,USD,100,Долар США,2711.1393
13.08.2018,00.00,840,USD,100,Долар США,2724.564
14.08.2018,00.00,840,USD,100,Долар США,2734.4448
15.08.2018,00.00,840,USD,100,Долар США,2745.8922
16.08.2018,00.00,840,USD,100,Долар США,2744.986
17.08.2018,00.00,840,USD,100,Долар США,2767.0533
18.08.2018,00.00,840,USD,100,Долар США,2767.0533
19.08.2018,00.00,840,USD,100,Долар США,2767.0533
20.08.2018,00.00,840,USD,100,Долар США,2789.8554
21.08.2018,00.00,840,USD,100,Долар США,2769.668
22.08.2018,00.00,840,USD,100,Долар США,2770.9475
23.08.2018,00.00,840,USD,100,Долар США,2788.5488
24.08.2018,00.00,840,USD,100,Долар США,2788.5488
25.08.2018,00.00,840,USD,100,Долар США,2788.5488
26.08.2018,00.00,840,USD,100,Долар США,2788.5488
27.08.2018,00.00,840,USD,100,Долар США,2785.3197
28.08.2018,00.00,840,USD,100,Долар США,2788.524
29.08.2018,00.00,840,USD,100,Долар США,2805.1217
30.08.2018,00.00,840,USD,100,Долар США,2811.6426
31.08.2018,00.00,840,USD,100,Долар США,2827.9437
01.09.2018,00.00,840,USD,100,Долар США,2827.9437
02.09.2018,00.00,840,USD,100,Долар США,2827.9437
03.09.2018,00.00,840,USD,100,Долар США,2824.6117
04.09.2018,00.00,840,USD,100,Долар США,2837.8299
05.09.2018,00.00,840,USD,100,Долар США,2849.2993
06.09.2018,00.00,840,USD,100,Долар США,2841.1552
07.09.2018,00.00,840,USD,100,Долар США,2822.4632
08.09.2018,00.00,840,USD,100,Долар США,2822.4632
09.09.2018,00.00,840,USD,100,Долар США,2822.4632
10.09.2018,00.00,840,USD,100,Долар США,2826.4977
11.09.2018,00.00,840,USD,100,Долар США,2820.0688
12.09.2018,00.00,840,USD,100,Долар США,2809.5614
13.09.2018,00.00,840,USD,100,Долар США,2802.6096
14.09.2018,00.00,840,USD,100,Долар США,2812.6838
15.09.2018,00.00,840,USD,100,Долар США,2812.6838
16.09.2018,00.00,840,USD,100,Долар США,2812.6838
17.09.2018,00.00,840,USD,100,Долар США,2815.2072
18.09.2018,00.00,840,USD,100,Долар США,2812.6754
19.09.2018,00.00,840,USD,100,Долар США,2815.1007
20.09.2018,00.00,840,USD,100,Долар США,2812.0205
21.09.2018,00.00,840,USD,100,Долар США,2806.185
22.09.2018,00.00,840,USD,100,Долар США,2806.185
23.09.2018,00.00,840,USD,100,Долар США,2806.185
24.09.2018,00.00,840,USD,100,Долар США,2806.288
25.09.2018,00.00,840,USD,100,Долар США,2811.1097
26.09.2018,00.00,840,USD,100,Долар США,2806.1209
27.09.2018,00.00,840,USD,100,Долар США,2814.2843
28.09.2018,00.00,840,USD,100,Долар США,2829.8262
29.09.2018,00.00,840,USD,100,Долар США,2829.8262
30.09.2018,00.00,840,USD,100,Долар США,2829.8262
01.10.2018,00.00,840,USD,100,Долар США,2826.9931
02.10.2018,00.00,840,USD,100,Долар США,2821.2677
03.10.2018,00.00,840,USD,100,Долар США,2827.6259
04.10.2018,00.00,840,USD,100,Долар США,2832.0055
05.10.2018,00.00,840,USD,100,Долар США,2817.5055
06.10.2018,00.00,840,USD,100,Долар США,2817.5055
07.10.2018,00.00,840,USD,100,Долар США,2817.5055
08.10.2018,00.00,840,USD,100,Долар США,2808.4816
09.10.2018,00.00,840,USD,100,Долар США,2808.792
10.10.2018,00.00,840,USD,100,Долар США,2808.144
11.10.2018,00.00,840,USD,100,Долар США,2800.2897
12.10.2018,00.00,840,USD,100,Долар США,2798.4519
13.10.2018,00.00,840,USD,100,Долар США,2798.4519
14.10.2018,00.00,840,USD,100,Долар США,2798.4519
15.10.2018,00.00,840,USD,100,Долар США,2798.4519
16.10.2018,00.00,840,USD,100,Долар США,2792.8166
17.10.2018,00.00,840,USD,100,Долар США,2793.002
18.10.2018,00.00,840,USD,100,Долар США,2791.6894
19.10.2018,00.00,840,USD,100,Долар США,2803.6647
20.10.2018,00.00,840,USD,100,Долар США,2803.6647
21.10.2018,00.00,840,USD,100,Долар США,2803.6647
22.10.2018,00.00,840,USD,100,Долар США,2818.2001
23.10.2018,00.00,840,USD,100,Долар США,2808.0405
24.10.2018,00.00,840,USD,100,Долар США,2814.9402
25.10.2018,00.00,840,USD,100,Долар США,2821.3097
26.10.2018,00.00,840,USD,100,Долар США,2833.5582
27.10.2018,00.00,840,USD,100,Долар США,2833.5582
28.10.2018,00.00,840,USD,100,Долар США,2833.5582
29.10.2018,00.00,840,USD,100,Долар США,2826.5984
30.10.2018,00.00,840,USD,100,Долар США,2820.2526
31.10.2018,00.00,840,USD,100,Долар США,2816.4437
01.11.2018,00.00,840,USD,100,Долар США,2811.8832
02.11.2018,00.00,840,USD,100,Долар США,2815.7863
03.11.2018,00.00,840,USD,100,Долар США,2815.7863
04.11.2018,00.00,840,USD,100,Долар США,2815.7863
05.11.2018,00.00,840,USD,100,Долар США,2813.2823
06.11.2018,00.00,840,USD,100,Долар США,2801.5313
07.11.2018,00.00,840,USD,100,Долар США,2795.584
08.11.2018,00.00,840,USD,100,Долар США,2789.6958
09.11.2018,00.00,840,USD,100,Долар США,2792.6734
10.11.2018,00.00,840,USD,100,Долар США,2792.6734
11.11.2018,00.00,840,USD,100,Долар США,2792.6734
12.11.2018,00.00,840,USD,100,Долар США,2789.1641
13.11.2018,00.00,840,USD,100,Долар США,2790.3737
14.11.2018,00.00,840,USD,100,Долар США,2791.8162
15.11.2018,00.00,840,USD,100,Долар США,2783.9406
16.11.2018,00.00,840,USD,100,Долар США,2777.4256
17.11.2018,00.00,840,USD,100,Долар США,2777.4256
18.11.2018,00.00,840,USD,100,Долар США,2777.4256
19.11.2018,00.00,840,USD,100,Долар США,2775.497
20.11.2018,00.00,840,USD,100,Долар США,2776.4829
21.11.2018,00.00,840,USD,100,Долар США,2776.3875
22.11.2018,00.00,840,USD,100,Долар США,2777.4898
23.11.2018,00.00,840,USD,100,Долар США,2774.5837
24.11.2018,00.00,840,USD,100,Долар США,2774.5837
25.11.2018,00.00,840,USD,100,Долар США,2774.5837
26.11.2018,00.00,840,USD,100,Долар США,2779.5828
27.11.2018,00.00,840,USD,100,Долар США,2789.8447
28.11.2018,00.00,840,USD,100,Долар США,2810.5334
29.11.2018,00.00,840,USD,100,Долар США,2826.9049
30.11.2018,00.00,840,USD,100,Долар США,2839.0932
01.12.2018,00.00,840,USD,100,Долар США,2839.0932
02.12.2018,00.00,840,USD,100,Долар США,2839.0932
03.12.2018,00.00,840,USD,100,Долар США,2822.2764
04.12.2018,00.00,840,USD,100,Долар США,2817.2738
05.12.2018,00.00,840,USD,100,Долар США,2812.5926
06.12.2018,00.00,840,USD,100,Долар США,2797.5656
07.12.2018,00.00,840,USD,100,Долар США,2787.9569
08.12.2018,00.00,840,USD,100,Долар США,2787.9569
09.12.2018,00.00,840,USD,100,Долар США,2787.9569
10.12.2018,00.00,840,USD,100,Долар США,2782.4246
11.12.2018,00.00,840,USD,100,Долар США,2777.6824
12.12.2018,00.00,840,USD,100,Долар США,2771.3165
13.12.2018,00.00,840,USD,100,Долар США,2780.8135
14.12.2018,00.00,840,USD,100,Долар США,2786.7006
15.12.2018,00.00,840,USD,100,Долар США,2786.7006
16.12.2018,00.00,840,USD,100,Долар США,2786.7006
17.12.2018,00.00,840,USD,100,Долар США,2783.7123
18.12.2018,00.00,840,USD,100,Долар США,2788.6082
19.12.2018,00.00,840,USD,100,Долар США,2784.7943
20.12.2018,00.00,840,USD,100,Долар США,2771.7006
21.12.2018,00.00,840,USD,100,Долар США,2757.6874
22.12.2018,00.00,840,USD,100,Долар США,2743.3934
23.12.2018,00.00,840,USD,100,Долар США,2743.3934
24.12.2018,00.00,840,USD,100,Долар США,2743.3934
25.12.2018,00.00,840,USD,100,Долар США,2743.3934
26.12.2018,00.00,840,USD,100,Долар США,2743.3934
27.12.2018,00.00,840,USD,100,Долар США,2726.7788
28.12.2018,00.00,840,USD,100,Долар США,2745.4979
29.12.2018,00.00,840,USD,100,Долар США,2768.8264
30.12.2018,00.00,840,USD,100,Долар США,2768.8264
31.12.2018,00.00,840,USD,100,Долар США,2768.8264
01.01.2019,00.00,840,USD,100,Долар США,2768.8264
02.01.2019,00.00,840,USD,100,Долар США,2768.8264
03.01.2019,00.00,840,USD,100,Долар США,2768.8264
04.01.2019,00.00,840,USD,100,Долар США,2751.1682
05.01.2019,00.00,840,USD,100,Долар США,2751.1682
06.01.2019,00.00,840,USD,100,Долар США,2751.1682
07.01.2019,00.00,840,USD,100,Долар США,2751.1682
08.01.2019,00.00,840,USD,100,Долар США,2770.94
09.01.2019,00.00,840,USD,100,Долар США,2802.3739
10.01.2019,00.00,840,USD,100,Долар США,2812.2133
11.01.2019,00.00,840,USD,100,Долар США,2827.0148
12.01.2019,00.00,840,USD,100,Долар США,2827.0148
13.01.2019,00.00,840,USD,100,Долар США,2827.0148
14.01.2019,00.00,840,USD,100,Долар США,2815.3842
15.01.2019,00.00,840,USD,100,Долар США,2802.3674
16.01.2019,00.00,840,USD,100,Долар США,2816.6809
17.01.2019,00.00,840,USD,100,Долар США,2800.8502
18.01.2019,00.00,840,USD,100,Долар США,2803.3609
19.01.2019,00.00,840,USD,100,Долар США,2803.3609
20.01.2019,00.00,840,USD,100,Долар США,2803.3609
21.01.2019,00.00,840,USD,100,Долар США,2798.0832
22.01.2019,00.00,840,USD,100,Долар США,2794.8597
23.01.2019,00.00,840,USD,100,Долар США,2789.5838
24.01.2019,00.00,840,USD,100,Долар США,2770.3713
25.01.2019,00.00,840,USD,100,Долар США,2778.6528
26.01.2019,00.00,840,USD,100,Долар США,2778.6528
27.01.2019,00.00,840,USD,100,Долар США,2778.6528
28.01.2019,00.00,840,USD,100,Долар США,2781.7285
29.01.2019,00.00,840,USD,100,Долар США,2779.0097
30.01.2019,00.00,840,USD,100,Долар США,2777.2064
31.01.2019,00.00,840,USD,100,Долар США,2775.5525
01.02.2019,00.00,840,USD,100,Долар США,2774.096
02.02.2019,00.00,840,USD,100,Долар США,2774.096
03.02.2019,00.00,840,USD,100,Долар США,2774.096
04.02.2019,00.00,840,USD,100,Долар США,2757.0704
05.02.2019,00.00,840,USD,100,Долар США,2742.3692
06.02.2019,00.00,840,USD,100,Долар США,2721.5854
07.02.2019,00.00,840,USD,100,Долар США,2696.4088
08.02.2019,00.00,840,USD,100,Долар США,2695.935
09.02.2019,00.00,840,USD,100,Долар США,2695.935
10.02.2019,00.00,840,USD,100,Долар США,2695.935
11.02.2019,00.00,840,USD,100,Долар США,2689.9993
12.02.2019,00.00,840,USD,100,Долар США,2705.7716
13.02.2019,00.00,840,USD,100,Долар США,2700.7494
14.02.2019,00.00,840,USD,100,Долар США,2709.2791
15.02.2019,00.00,840,USD,100,Долар США,2715.9961
16.02.2019,00.00,840,USD,100,Долар США,2715.9961
17.02.2019,00.00,840,USD,100,Долар США,2715.9961
18.02.2019,00.00,840,USD,100,Долар США,2724.7894
19.02.2019,00.00,840,USD,100,Долар США,2718.5914
20.02.2019,00.00,840,USD,100,Долар США,2717.3251
21.02.2019,00.00,840,USD,100,Долар США,2708.7563
22.02.2019,00.00,840,USD,100,Долар США,2700.263
23.02.2019,00.00,840,USD,100,Долар США,2700.263
24.02.2019,00.00,840,USD,100,Долар США,2700.263
25.02.2019,00.00,840,USD,100,Долар США,2701.7312
26.02.2019,00.00,840,USD,100,Долар США,2699.0656
27.02.2019,00.00,840,USD,100,Долар США,2698.2628
28.02.2019,00.00,840,USD,100,Долар США,2699.2764
01.03.2019,00.00,840,USD,100,Долар США,2685.9165
02.03.2019,00.00,840,USD,100,Долар США,2685.9165
03.03.2019,00.00,840,USD,100,Долар США,2685.9165
04.03.2019,00.00,840,USD,100,Долар США,2686.2244
05.03.2019,00.00,840,USD,100,Долар США,2682.7083
06.03.2019,00.00,840,USD,100,Долар США,2676.2376
07.03.2019,00.00,840,USD,100,Долар США,2648.1142
08.03.2019,00.00,840,USD,100,Долар США,2648.1142
09.03.2019,00.00,840,USD,100,Долар США,2648.1142
10.03.2019,00.00,840,USD,100,Долар США,2648.1142
11.03.2019,00.00,840,USD,100,Долар США,2638.9167
12.03.2019,00.00,840,USD,100,Долар США,2631.1955
13.03.2019,00.00,840,USD,100,Долар США,2635.9553
14.03.2019,00.00,840,USD,100,Долар США,2670.2931
15.03.2019,00.00,840,USD,100,Долар США,2671.6488
16.03.2019,00.00,840,USD,100,Долар США,2671.6488
17.03.2019,00.00,840,USD,100,Долар США,2671.6488
18.03.2019,00.00,840,USD,100,Долар США,2701.4849
19.03.2019,00.00,840,USD,100,Долар США,2713.189
20.03.2019,00.00,840,USD,100,Долар США,2716.083
21.03.2019,00.00,840,USD,100,Долар США,2716.7879
22.03.2019,00.00,840,USD,100,Долар США,2725.6311
23.03.2019,00.00,840,USD,100,Долар США,2725.6311
24.03.2019,00.00,840,USD,100,Долар США,2725.6311
25.03.2019,00.00,840,USD,100,Долар США,2696.0935
26.03.2019,00.00,840,USD,100,Долар США,2688.9136
27.03.2019,00.00,840,USD,100,Долар США,2698.0222
28.03.2019,00.00,840,USD,100,Долар США,2708.1767
29.03.2019,00.00,840,USD,100,Долар США,2724.8765
30.03.2019,00.00,840,USD,100,Долар США,2724.8765
31.03.2019,00.00,840,USD,100,Долар США,2724.8765
01.04.2019,00.00,840,USD,100,Долар США,2720.9103
02.04.2019,00.00,840,USD,100,Долар США,2719.0867
03.04.2019,00.00,840,USD,100,Долар США,2697.4158
04.04.2019,00.00,840,USD,100,Долар США,2708.1121
05.04.2019,00.00,840,USD,100,Долар США,2702.2033
06.04.2019,00.00,840,USD,100,Долар США,2702.2033
07.04.2019,00.00,840,USD,100,Долар США,2702.2033
08.04.2019,00.00,840,USD,100,Долар США,2676.8706
09.04.2019,00.00,840,USD,100,Долар США,2664.4138
10.04.2019,00.00,840,USD,100,Долар США,2669.6098
11.04.2019,00.00,840,USD,100,Долар США,2676.5228
12.04.2019,00.00,840,USD,100,Долар США,2683.1419
13.04.2019,00.00,840,USD,100,Долар США,2683.1419
14.04.2019,00.00,840,USD,100,Долар США,2683.1419
15.04.2019,00.00,840,USD,100,Долар США,2671.3872
16.04.2019,00.00,840,USD,100,Долар США,2681.0204
17.04.2019,00.00,840,USD,100,Долар США,2672.2277
18.04.2019,00.00,840,USD,100,Долар США,2668.7575
19.04.2019,00.00,840,USD,100,Долар США,2683.7655
20.04.2019,00.00,840,USD,100,Долар США,2683.7655
21.04.2019,00.00,840,USD,100,Долар США,2683.7655
22.04.2019,00.00,840,USD,100,Долар США,2685.397
23.04.2019,00.00,840,USD,100,Долар США,2677.5371
24.04.2019,00.00,840,USD,100,Долар США,2668.8008
25.04.2019,00.00,840,USD,100,Долар США,2659.4202
26.04.2019,00.00,840,USD,100,Долар США,2661.9328
27.04.2019,00.00,840,USD,100,Долар США,2661.9328
28.04.2019,00.00,840,USD,100,Долар США,2661.9328
29.04.2019,00.00,840,USD,100,Долар США,2661.9328
30.04.2019,00.00,840,USD,100,Долар США,2661.9328
01.05.2019,00.00,840,USD,100,Долар США,2661.9328
02.05.2019,00.00,840,USD,100,Долар США,2649.2737
03.05.2019,00.00,840,USD,100,Долар США,2655.7242
04.05.2019,00.00,840,USD,100,Долар США,2655.7242
05.05.2019,00.00,840,USD,100,Долар США,2655.7242
06.05.2019,00.00,840,USD,100,Долар США,2648.0461
07.05.2019,00.00,840,USD,100,Долар США,2649.592
08.05.2019,00.00,840,USD,100,Долар США,2634.002
09.05.2019,00.00,840,USD,100,Долар США,2634.002
10.05.2019,00.00,840,USD,100,Долар США,2624.955
11.05.2019,00.00,840,USD,100,Долар США,2620.5887
12.05.2019,00.00,840,USD,100,Долар США,2620.5887
13.05.2019,00.00,840,USD,100,Долар США,2620.5887
14.05.2019,00.00,840,USD,100,Долар США,2611.3216
15.05.2019,00.00,840,USD,100,Долар США,2616.2875
16.05.2019,00.00,840,USD,100,Долар США,2637.4033
17.05.2019,00.00,840,USD,100,Долар США,2634.2913
18.05.2019,00.00,840,USD,100,Долар США,2634.2913
19.05.2019,00.00,840,USD,100,Долар США,2634.2913
20.05.2019,00.00,840,USD,100,Долар США,2636.8202
21.05.2019,00.00,840,USD,100,Долар США,2620.2895
22.05.2019,00.00,840,USD,100,Долар США,2611.2451
23.05.2019,00.00,840,USD,100,Долар США,2630.4698
24.05.2019,00.00,840,USD,100,Долар США,2633.5723
25.05.2019,00.00,840,USD,100,Долар США,2633.5723
26.05.2019,00.00,840,USD,100,Долар США,2633.5723
27.05.2019,00.00,840,USD,100,Долар США,2647.478
28.05.2019,00.00,840,USD,100,Долар США,2632.5682
29.05.2019,00.00,840,USD,100,Долар США,2640.6167
30.05.2019,00.00,840,USD,100,Долар США,2668.3376
31.05.2019,00.00,840,USD,100,Долар США,2687.2573
01.06.2019,00.00,840,USD,100,Долар США,2687.2573
02.06.2019,00.00,840,USD,100,Долар США,2687.2573
03.06.2019,00.00,840,USD,100,Долар США,2685.4695
04.06.2019,00.00,840,USD,100,Долар США,2695.4834
05.06.2019,00.00,840,USD,100,Долар США,2720.6934
06.06.2019,00.00,840,USD,100,Долар США,2693.0098
07.06.2019,00.00,840,USD,100,Долар США,2679.5094
08.06.2019,00.00,840,USD,100,Долар США,2679.5094
09.06.2019,00.00,840,USD,100,Долар США,2679.5094
10.06.2019,00.00,840,USD,100,Долар США,2659.5721
11.06.2019,00.00,840,USD,100,Долар США,2637.5022
12.06.2019,00.00,840,USD,100,Долар США,2629.895
13.06.2019,00.00,840,USD,100,Долар США,2640.1893
14.06.2019,00.00,840,USD,100,Долар США,2641.708
15.06.2019,00.00,840,USD,100,Долар США,2641.708
16.06.2019,00.00,840,USD,100,Долар США,2641.708
17.06.2019,00.00,840,USD,100,Долар США,2641.708
18.06.2019,00.00,840,USD,100,Долар США,2642.1945
19.06.2019,00.00,840,USD,100,Долар США,2638.8427
20.06.2019,00.00,840,USD,100,Долар США,2633.4256
21.06.2019,00.00,840,USD,100,Долар США,2637.5876
22.06.2019,00.00,840,USD,100,Долар США,2637.5876
23.06.2019,00.00,840,USD,100,Долар США,2637.5876
24.06.2019,00.00,840,USD,100,Долар США,2626.6416
25.06.2019,00.00,840,USD,100,Долар США,2619.1201
26.06.2019,00.00,840,USD,100,Долар США,2619.1023
27.06.2019,00.00,840,USD,100,Долар США,2616.6382
28.06.2019,00.00,840,USD,100,Долар США,2616.6382
29.06.2019,00.00,840,USD,100,Долар США,2616.6382
30.06.2019,00.00,840,USD,100,Долар США,2616.6382
01.07.2019,00.00,840,USD,100,Долар США,2617.7939
02.07.2019,00.00,840,USD,100,Долар США,2620.6493
03.07.2019,00.00,840,USD,100,Долар США,2617.9033
04.07.2019,00.00,840,USD,100,Долар США,2604.4841
05.07.2019,00.00,840,USD,100,Долар США,2587.0835
06.07.2019,00.00,840,USD,100,Долар США,2587.0835
07.07.2019,00.00,840,USD,100,Долар США,2587.0835
08.07.2019,00.00,840,USD,100,Долар США,2571.1361
09.07.2019,00.00,840,USD,100,Долар США,2560.2161
10.07.2019,00.00,840,USD,100,Долар США,2548.9178
11.07.2019,00.00,840,USD,100,Долар США,2570.0474
12.07.2019,00.00,840,USD,100,Долар США,2580.1837
13.07.2019,00.00,840,USD,100,Долар США,2580.1837
14.07.2019,00.00,840,USD,100,Долар США,2580.1837
15.07.2019,00.00,840,USD,100,Долар США,2576.0584
16.07.2019,00.00,840,USD,100,Долар США,2574.092
17.07.2019,00.00,840,USD,100,Долар США,2586.4142
18.07.2019,00.00,840,USD,100,Долар США,2586.2087
19.07.2019,00.00,840,USD,100,Долар США,2603.0049
20.07.2019,00.00,840,USD,100,Долар США,2603.0049
21.07.2019,00.00,840,USD,100,Долар США,2603.0049
22.07.2019,00.00,840,USD,100,Долар США,2581.5345
23.07.2019,00.00,840,USD,100,Долар США,2564.3112
24.07.2019,00.00,840,USD,100,Долар США,2563.0047
25.07.2019,00.00,840,USD,100,Долар США,2551.63
26.07.2019,00.00,840,USD,100,Долар США,2548.7337
27.07.2019,00.00,840,USD,100,Долар США,2548.7337
28.07.2019,00.00,840,USD,100,Долар США,2548.7337
29.07.2019,00.00,840,USD,100,Долар США,2543.9728
30.07.2019,00.00,840,USD,100,Долар США,2525.2582
31.07.2019,00.00,840,USD,100,Долар США,2508.5516
01.08.2019,00.00,840,USD,100,Долар США,2502.0755
02.08.2019,00.00,840,USD,100,Долар США,2534.9919
03.08.2019,00.00,840,USD,100,Долар США,2534.9919
04.08.2019,00.00,840,USD,100,Долар США,2534.9919
05.08.2019,00.00,840,USD,100,Долар США,2553.7711
06.08.2019,00.00,840,USD,100,Долар США,2573.5045
07.08.2019,00.00,840,USD,100,Долар США,2559.0328
08.08.2019,00.00,840,USD,100,Долар США,2542.4348
09.08.2019,00.00,840,USD,100,Долар США,2531.6561
10.08.2019,00.00,840,USD,100,Долар США,2531.6561
11.08.2019,00.00,840,USD,100,Долар США,2531.6561
12.08.2019,00.00,840,USD,100,Долар США,2509.0813
13.08.2019,00.00,840,USD,100,Долар США,2515.8487
14.08.2019,00.00,840,USD,100,Долар США,2514.616
15.08.2019,00.00,840,USD,100,Долар США,2524.9317
16.08.2019,00.00,840,USD,100,Долар США,2532.1651
17.08.2019,00.00,840,USD,100,Долар США,2532.1651
18.08.2019,00.00,840,USD,100,Долар США,2532.1651
19.08.2019,00.00,840,USD,100,Долар США,2514.2848
20.08.2019,00.00,840,USD,100,Долар США,2517.5684
21.08.2019,00.00,840,USD,100,Долар США,2513.13
22.08.2019,00.00,840,USD,100,Долар США,2520.4427
23.08.2019,00.00,840,USD,100,Долар США,2504.2697
24.08.2019,00.00,840,USD,100,Долар США,2504.2697
25.08.2019,00.00,840,USD,100,Долар США,2504.2697
26.08.2019,00.00,840,USD,100,Долар США,2504.2697
